customer_id,recency_days,freq_30d,freq_90d,monetary_90d,freq_ratio,churn
C00147,6.0,8.0,24.0,1873.3600000000001,0.333333319444445,0
C00148,2.0,7.0,31.0,2243.0399999999995,0.22580644432882438,0
C00149,3.0,2.0,9.0,375.75,0.22222219753086697,0
C00150,15.0,2.0,7.0,618.82,0.285714244897965,0
C00151,0.0,2.0,4.0,267.11,0.49999987500003124,1
C00152,12.0,1.0,1.0,103.26,0.9999990000010001,1
C00153,3.0,1.0,1.0,40.07,0.9999990000010001,1
C00154,62.0,0.0,2.0,258.22,0.0,1
C00155,197.0,0.0,0.0,0.0,0.0,1
C00156,15.0,1.0,4.0,211.9,0.24999993750001562,1
C00157,324.0,0.0,0.0,0.0,0.0,0
C00158,0.0,9.0,44.0,3438.4900000000002,0.20454544989669432,0
C00159,3.0,4.0,13.0,841.6200000000001,0.3076922840236705,0
C00160,11.0,4.0,6.0,214.21,0.6666665555555741,0
C00161,33.0,0.0,1.0,53.56,0.0,1
C00162,18.0,2.0,7.0,491.91999999999996,0.285714244897965,0
C00163,242.0,0.0,0.0,0.0,0.0,1
C00164,23.0,1.0,4.0,113.27,0.24999993750001562,0
C00165,262.0,0.0,0.0,0.0,0.0,1
C00166,9.0,1.0,2.0,125.63,0.499999750000125,0
C00167,9.0,2.0,7.0,243.13,0.285714244897965,0
C00168,0.0,6.0,7.0,172.13,0.857142734693895,0
C00169,6.0,10.0,23.0,1088.51,0.4347825897920613,0
C00170,37.0,0.0,1.0,27.87,0.0,1
C00171,10.0,2.0,6.0,387.84000000000003,0.33333327777778704,0
C00172,5.0,6.0,20.0,1114.38,0.29999998500000075,0
C00173,105.0,0.0,0.0,0.0,0.0,1
C00174,0.0,5.0,20.0,959.8699999999999,0.2499999875000006,0
C00175,30.0,0.0,3.0,85.13,0.0,1
C00177,31.0,0.0,2.0,37.989999999999995,0.0,1
C00178,22.0,1.0,4.0,268.7,0.24999993750001562,1
C00179,160.0,0.0,0.0,0.0,0.0,0
C00180,13.0,1.0,1.0,68.77,0.9999990000010001,0
C00181,4.0,3.0,8.0,480.56000000000006,0.3749999531250059,0
C00182,94.0,0.0,0.0,0.0,0.0,0
C00183,102.0,0.0,0.0,0.0,0.0,1
C00184,89.0,0.0,1.0,37.85,0.0,1
C00185,15.0,1.0,6.0,262.8,0.16666663888889352,0
C00186,60.0,0.0,1.0,10.17,0.0,1
C00187,46.0,0.0,6.0,346.02,0.0,1
C00188,124.0,0.0,0.0,0.0,0.0,0
C00189,8.0,2.0,5.0,202.26000000000002,0.399999920000016,0
C00190,2.0,6.0,21.0,971.9100000000001,0.28571427210884415,1
C00191,281.0,0.0,0.0,0.0,0.0,1
C00192,1.0,2.0,2.0,43.11,0.99999950000025,1
C00193,7.0,3.0,9.0,609.84,0.33333329629630043,0
C00194,139.0,0.0,0.0,0.0,0.0,1
C00195,15.0,1.0,4.0,311.47,0.24999993750001562,0
C00196,12.0,2.0,5.0,132.37,0.399999920000016,0
C00197,303.0,0.0,0.0,0.0,0.0,0
C00198,17.0,1.0,6.0,498.81,0.16666663888889352,0
C00199,19.0,2.0,2.0,86.75,0.99999950000025,1
C00200,17.0,1.0,2.0,48.510000000000005,0.499999750000125,1
C00201,267.0,0.0,0.0,0.0,0.0,1
C00202,4.0,8.0,26.0,1430.89,0.30769229585798863,0
C00204,146.0,0.0,0.0,0.0,0.0,1
C00205,196.0,0.0,0.0,0.0,0.0,0
C00206,2.0,2.0,4.0,209.01000000000002,0.49999987500003124,0
C00207,1.0,1.0,3.0,272.67,0.33333322222225925,1
C00208,7.0,1.0,1.0,23.97,0.9999990000010001,1
C00209,7.0,1.0,1.0,51.58,0.9999990000010001,1
C00210,47.0,0.0,1.0,27.88,0.0,0
C00211,146.0,0.0,0.0,0.0,0.0,1
C00212,49.0,0.0,1.0,2.18,0.0,0
C00213,1.0,1.0,2.0,41.42,0.499999750000125,1
C00214,8.0,4.0,9.0,538.6400000000001,0.44444439506173394,0
C00215,27.0,1.0,2.0,75.0,0.499999750000125,1
C00216,4.0,2.0,8.0,721.2,0.24999996875000394,0
C00217,6.0,2.0,7.0,161.51,0.285714244897965,0
C00218,68.0,0.0,2.0,170.3,0.0,1
C00219,62.0,0.0,2.0,67.54,0.0,1
C00220,343.0,0.0,0.0,0.0,0.0,1
C00221,33.0,0.0,7.0,357.9,0.0,1
C00222,5.0,2.0,7.0,381.29999999999995,0.285714244897965,1
C00223,1.0,4.0,8.0,319.35,0.4999999375000079,0
C00224,370.0,0.0,0.0,0.0,0.0,1
C00225,28.0,1.0,3.0,178.5,0.33333322222225925,1
C00226,2.0,6.0,14.0,780.2500000000001,0.42857139795918586,0
C00227,18.0,2.0,5.0,217.42,0.399999920000016,0
C00228,2.0,3.0,10.0,756.06,0.299999970000003,0
C00229,6.0,1.0,5.0,343.82000000000005,0.199999960000008,1
C00230,262.0,0.0,0.0,0.0,0.0,1
C00231,195.0,0.0,0.0,0.0,0.0,1
C00232,5.0,1.0,2.0,63.75,0.499999750000125,0
C00233,329.0,0.0,0.0,0.0,0.0,1
C00234,7.0,3.0,5.0,887.9200000000001,0.599999880000024,0
C00235,121.0,0.0,0.0,0.0,0.0,1
C00236,156.0,0.0,0.0,0.0,0.0,1
C00237,84.0,0.0,3.0,335.65999999999997,0.0,1
C00238,372.0,0.0,0.0,0.0,0.0,0
C00239,68.0,0.0,1.0,1.75,0.0,0
C00240,0.0,3.0,14.0,904.43,0.21428569897959293,0
C00241,17.0,1.0,2.0,93.69,0.499999750000125,1
C00242,45.0,0.0,1.0,59.32,0.0,0
C00243,1.0,7.0,33.0,2449.63,0.21212120569329682,0
C00244,5.0,1.0,2.0,67.36,0.499999750000125,0
C00246,22.0,2.0,3.0,243.82999999999998,0.6666664444445185,0
C00247,12.0,3.0,6.0,525.37,0.49999991666668053,0
C00248,12.0,2.0,10.0,338.54,0.19999998000000202,0
C00249,44.0,0.0,1.0,47.33,0.0,1
C00250,5.0,1.0,3.0,135.93,0.33333322222225925,1
C00251,23.0,1.0,3.0,119.92999999999999,0.33333322222225925,0
C00252,7.0,1.0,2.0,133.18,0.499999750000125,1
C00253,15.0,1.0,11.0,412.99,0.09090908264462885,0
C00254,6.0,1.0,7.0,427.86,0.1428571224489825,0
C00255,12.0,3.0,6.0,241.17,0.49999991666668053,1
C00256,12.0,2.0,4.0,198.44,0.49999987500003124,1
C00257,45.0,0.0,3.0,206.86999999999998,0.0,0
C00258,1.0,6.0,17.0,868.5,0.35294115570934376,0
C00259,245.0,0.0,0.0,0.0,0.0,1
C00260,15.0,1.0,5.0,115.59,0.199999960000008,0
C00261,137.0,0.0,0.0,0.0,0.0,1
C00262,2.0,5.0,17.0,861.12,0.2941176297577865,0
C00263,35.0,0.0,1.0,3.61,0.0,0
C00264,3.0,2.0,3.0,75.78999999999999,0.6666664444445185,0
C00265,3.0,4.0,7.0,734.8699999999999,0.57142848979593,0
C00266,4.0,1.0,3.0,221.93,0.33333322222225925,0
C00267,235.0,0.0,0.0,0.0,0.0,1
C00268,9.0,5.0,23.0,1781.0400000000002,0.21739129489603065,0
C00269,1.0,1.0,6.0,376.79,0.16666663888889352,1
C00270,14.0,1.0,2.0,67.59,0.499999750000125,1
C00271,222.0,0.0,0.0,0.0,0.0,0
C00272,30.0,0.0,2.0,252.17,0.0,0
C00273,12.0,3.0,5.0,145.3,0.599999880000024,1
C00274,4.0,1.0,8.0,339.68,0.12499998437500197,0
C00275,168.0,0.0,0.0,0.0,0.0,1
C00276,0.0,1.0,7.0,358.74999999999994,0.1428571224489825,1
C00277,69.0,0.0,1.0,61.01,0.0,1
C00278,15.0,2.0,10.0,554.88,0.19999998000000202,0
C00279,1.0,7.0,12.0,784.3100000000001,0.5833332847222263,0
C00280,25.0,2.0,2.0,67.89,0.99999950000025,0
C00281,116.0,0.0,0.0,0.0,0.0,1
C00282,1.0,7.0,10.0,419.49,0.699999930000007,0
C00283,1.0,2.0,4.0,126.34,0.49999987500003124,1
C00284,13.0,1.0,1.0,82.28,0.9999990000010001,1
C00285,29.0,1.0,1.0,50.27,0.9999990000010001,1
C00286,17.0,1.0,2.0,97.13,0.499999750000125,1
C00287,14.0,1.0,3.0,92.84,0.33333322222225925,0
C00288,358.0,0.0,0.0,0.0,0.0,1
C00289,8.0,1.0,1.0,23.47,0.9999990000010001,0
C00290,13.0,1.0,9.0,324.39,0.11111109876543349,0
C00291,371.0,0.0,0.0,0.0,0.0,1
C00292,13.0,1.0,6.0,598.13,0.16666663888889352,0
C00293,17.0,1.0,1.0,78.78,0.9999990000010001,1
C00294,41.0,0.0,2.0,164.13,0.0,1
C00295,1.0,5.0,19.0,1960.11,0.26315788088642733,0
C00296,22.0,1.0,2.0,116.03999999999999,0.499999750000125,0
C00297,28.0,1.0,8.0,388.92,0.12499998437500197,0
C00298,20.0,1.0,2.0,36.68,0.499999750000125,1
C00299,84.0,0.0,2.0,376.6,0.0,1
C00300,5.0,1.0,4.0,44.14,0.24999993750001562,0
C00301,252.0,0.0,0.0,0.0,0.0,1
C00302,4.0,3.0,4.0,334.16,0.7499998125000469,0
C00303,97.0,0.0,0.0,0.0,0.0,1
C00304,19.0,1.0,8.0,635.6199999999999,0.12499998437500197,0
C00305,11.0,2.0,7.0,566.14,0.285714244897965,0
C00306,337.0,0.0,0.0,0.0,0.0,1
C00307,3.0,1.0,4.0,88.76,0.24999993750001562,0
C00308,9.0,2.0,2.0,65.58,0.99999950000025,0
C00309,7.0,1.0,2.0,40.32,0.499999750000125,1
C00310,5.0,6.0,12.0,617.85,0.4999999583333368,0
C00311,1.0,4.0,8.0,777.54,0.4999999375000079,0
C00312,15.0,1.0,1.0,17.79,0.9999990000010001,1
C00313,286.0,0.0,0.0,0.0,0.0,1
C00314,9.0,3.0,14.0,586.53,0.21428569897959293,0
C00315,179.0,0.0,0.0,0.0,0.0,0
C00316,32.0,0.0,1.0,284.6,0.0,0
C00317,20.0,1.0,3.0,165.28,0.33333322222225925,0
C00318,4.0,2.0,4.0,169.26999999999998,0.49999987500003124,1
C00320,181.0,0.0,0.0,0.0,0.0,1
C00321,17.0,2.0,15.0,587.8599999999999,0.13333332444444504,0
C00322,3.0,4.0,9.0,848.55,0.44444439506173394,1
C00323,2.0,3.0,11.0,582.42,0.2727272479338866,0
C00324,13.0,2.0,11.0,451.34000000000003,0.1818181652892577,1
C00325,2.0,5.0,23.0,1663.7900000000002,0.21739129489603065,0
C00326,48.0,0.0,1.0,291.28,0.0,0
C00327,198.0,0.0,0.0,0.0,0.0,1
C00328,351.0,0.0,0.0,0.0,0.0,1
C00329,28.0,1.0,2.0,42.76,0.499999750000125,0
C00330,37.0,0.0,2.0,46.9,0.0,1
C00332,132.0,0.0,0.0,0.0,0.0,0
C00333,28.0,1.0,7.0,311.01,0.1428571224489825,1
C00334,258.0,0.0,0.0,0.0,0.0,1
C00335,9.0,1.0,3.0,128.63,0.33333322222225925,0
C00336,33.0,0.0,2.0,89.25999999999999,0.0,0
C00337,20.0,1.0,1.0,61.16,0.9999990000010001,1
C00338,10.0,1.0,1.0,11.55,0.9999990000010001,0
C00339,0.0,1.0,2.0,72.39999999999999,0.499999750000125,0
C00340,13.0,1.0,1.0,25.69,0.9999990000010001,1
C00341,3.0,4.0,7.0,222.34,0.57142848979593,1
C00342,71.0,0.0,2.0,81.95,0.0,1
C00343,13.0,1.0,3.0,163.0,0.33333322222225925,0
C00344,22.0,1.0,11.0,384.84,0.09090908264462885,0
C00345,53.0,0.0,1.0,34.7,0.0,1
C00346,5.0,1.0,2.0,261.23,0.499999750000125,0
C00347,15.0,2.0,4.0,241.91000000000003,0.49999987500003124,1
C00348,11.0,5.0,13.0,506.8299999999999,0.3846153550295881,0
C00350,28.0,1.0,2.0,146.26,0.499999750000125,0
C00351,216.0,0.0,0.0,0.0,0.0,1
C00352,173.0,0.0,0.0,0.0,0.0,1
C00353,44.0,0.0,1.0,76.21,0.0,1
C00354,2.0,5.0,24.0,1326.71,0.20833332465277812,0
C00355,3.0,5.0,11.0,687.51,0.4545454132231443,0
C00356,2.0,2.0,4.0,67.89,0.49999987500003124,1
C00357,65.0,0.0,1.0,12.81,0.0,1
C00358,11.0,1.0,3.0,316.13,0.33333322222225925,0
C00359,9.0,1.0,2.0,474.31,0.499999750000125,0
C00360,238.0,0.0,0.0,0.0,0.0,1
C00361,12.0,2.0,8.0,567.77,0.24999996875000394,0
C00362,10.0,3.0,5.0,292.09,0.599999880000024,0
C00363,59.0,0.0,1.0,4.38,0.0,1
C00365,392.0,0.0,0.0,0.0,0.0,0
C00366,35.0,0.0,3.0,108.92000000000002,0.0,0
C00367,41.0,0.0,2.0,276.26,0.0,0
C00368,14.0,2.0,12.0,407.81,0.16666665277777895,0
C00370,4.0,2.0,3.0,138.38,0.6666664444445185,0
C00371,19.0,1.0,1.0,18.48,0.9999990000010001,0
C00373,8.0,1.0,2.0,110.95,0.499999750000125,1
C00374,36.0,0.0,1.0,146.11,0.0,0
C00375,133.0,0.0,0.0,0.0,0.0,0
C00376,7.0,1.0,6.0,383.82,0.16666663888889352,1
C00377,2.0,2.0,7.0,629.31,0.285714244897965,0
C00378,6.0,1.0,4.0,590.64,0.24999993750001562,1
C00379,193.0,0.0,0.0,0.0,0.0,1
C00380,36.0,0.0,1.0,27.63,0.0,1
C00381,0.0,5.0,24.0,1103.47,0.20833332465277812,0
C00382,59.0,0.0,4.0,154.22,0.0,0
C00383,23.0,1.0,1.0,45.07,0.9999990000010001,0
C00384,342.0,0.0,0.0,0.0,0.0,1
C00385,28.0,1.0,5.0,287.11999999999995,0.199999960000008,0
C00386,6.0,2.0,9.0,563.37,0.22222219753086697,0
C00387,121.0,0.0,0.0,0.0,0.0,1
C00388,5.0,1.0,3.0,89.06,0.33333322222225925,0
C00389,33.0,0.0,3.0,96.84,0.0,0
C00390,27.0,1.0,2.0,74.09,0.499999750000125,1
C00391,3.0,3.0,12.0,1110.9900000000002,0.2499999791666684,0
C00392,43.0,0.0,3.0,368.03999999999996,0.0,0
C00393,406.0,0.0,0.0,0.0,0.0,1
C00394,11.0,1.0,2.0,130.75,0.499999750000125,0
C00395,28.0,1.0,1.0,58.55,0.9999990000010001,1
C00396,119.0,0.0,0.0,0.0,0.0,1
C00397,3.0,7.0,15.0,1075.42,0.46666663555555765,0
C00398,17.0,1.0,5.0,495.65,0.199999960000008,0
C00399,4.0,3.0,6.0,358.1700000000001,0.49999991666668053,0
C00400,60.0,0.0,1.0,47.31,0.0,1
C00401,20.0,1.0,3.0,135.06,0.33333322222225925,1
C00402,155.0,0.0,0.0,0.0,0.0,1
C00403,4.0,2.0,17.0,824.83,0.11764705190311459,0
C00404,38.0,0.0,3.0,161.07,0.0,1
C00405,21.0,1.0,8.0,626.79,0.12499998437500197,0
C00406,344.0,0.0,0.0,0.0,0.0,1
C00407,6.0,5.0,15.0,825.3100000000002,0.3333333111111126,0
C00408,13.0,1.0,5.0,305.17,0.199999960000008,0
C00409,39.0,0.0,1.0,52.2,0.0,1
C00410,7.0,1.0,3.0,149.95,0.33333322222225925,1
C00411,112.0,0.0,0.0,0.0,0.0,1
C00412,47.0,0.0,1.0,124.12,0.0,1
C00413,76.0,0.0,1.0,188.22,0.0,0
C00414,58.0,0.0,5.0,313.26,0.0,1
C00415,4.0,3.0,8.0,495.94,0.3749999531250059,0
C00416,174.0,0.0,0.0,0.0,0.0,1
C00417,0.0,3.0,7.0,169.68,0.4285713673469475,1
C00418,275.0,0.0,0.0,0.0,0.0,1
C00419,328.0,0.0,0.0,0.0,0.0,1
C00420,68.0,0.0,3.0,135.26,0.0,0
C00421,2.0,7.0,30.0,1294.8300000000002,0.2333333255555558,0
C00422,2.0,2.0,4.0,372.65000000000003,0.49999987500003124,0
C00423,1.0,10.0,29.0,2272.92,0.3448275743162905,0
C00424,6.0,1.0,4.0,294.25,0.24999993750001562,0
C00425,9.0,1.0,11.0,566.92,0.09090908264462885,0
C00426,305.0,0.0,0.0,0.0,0.0,1
C00427,0.0,2.0,5.0,292.99,0.399999920000016,0
C00428,10.0,4.0,8.0,525.59,0.4999999375000079,0
C00429,189.0,0.0,0.0,0.0,0.0,1
C00430,328.0,0.0,0.0,0.0,0.0,1
C00431,16.0,1.0,3.0,156.87,0.33333322222225925,1
C00432,17.0,1.0,6.0,410.41,0.16666663888889352,0
C00433,88.0,0.0,1.0,208.83,0.0,1
C00434,168.0,0.0,0.0,0.0,0.0,1
C00435,15.0,1.0,4.0,209.39000000000001,0.24999993750001562,0
C00436,2.0,2.0,4.0,365.73,0.49999987500003124,0
C00437,72.0,0.0,2.0,53.19,0.0,0
C00438,29.0,1.0,4.0,211.97,0.24999993750001562,1
C00439,28.0,1.0,1.0,23.95,0.9999990000010001,0
C00440,0.0,4.0,7.0,470.0,0.57142848979593,1
C00441,113.0,0.0,0.0,0.0,0.0,1
C00442,361.0,0.0,0.0,0.0,0.0,0
C00443,97.0,0.0,0.0,0.0,0.0,1
C00444,13.0,1.0,3.0,367.74,0.33333322222225925,1
C00445,14.0,1.0,4.0,261.26,0.24999993750001562,0
C00446,323.0,0.0,0.0,0.0,0.0,1
C00447,319.0,0.0,0.0,0.0,0.0,1
C00448,252.0,0.0,0.0,0.0,0.0,1
C00449,102.0,0.0,0.0,0.0,0.0,1
C00450,16.0,1.0,5.0,437.52,0.199999960000008,0
C00451,5.0,3.0,5.0,323.54,0.599999880000024,0
C00452,5.0,3.0,11.0,1090.4,0.2727272479338866,1
C00453,72.0,0.0,4.0,228.89999999999998,0.0,0
C00454,359.0,0.0,0.0,0.0,0.0,1
C00455,14.0,2.0,3.0,119.12,0.6666664444445185,1
C00456,20.0,2.0,3.0,140.5,0.6666664444445185,1
C00457,4.0,1.0,1.0,113.49,0.9999990000010001,1
C00458,187.0,0.0,0.0,0.0,0.0,1
C00459,34.0,0.0,2.0,78.29,0.0,0
C00460,48.0,0.0,2.0,60.42,0.0,0
C00461,111.0,0.0,0.0,0.0,0.0,1
C00462,1.0,6.0,13.0,575.64,0.4615384260355057,0
C00464,0.0,2.0,4.0,223.52999999999997,0.49999987500003124,0
C00465,17.0,1.0,6.0,240.54,0.16666663888889352,0
C00468,26.0,1.0,2.0,94.88,0.499999750000125,1
C00469,15.0,2.0,10.0,797.03,0.19999998000000202,0
C00470,0.0,3.0,5.0,279.98,0.599999880000024,0
C00471,10.0,2.0,2.0,50.4,0.99999950000025,1
C00472,46.0,0.0,3.0,311.26,0.0,1
C00473,13.0,1.0,10.0,546.13,0.09999999000000101,0
C00474,3.0,1.0,2.0,55.980000000000004,0.499999750000125,0
C00475,5.0,3.0,11.0,746.1700000000001,0.2727272479338866,0
C00476,0.0,5.0,16.0,856.72,0.3124999804687512,0
C00478,6.0,2.0,8.0,390.84,0.24999996875000394,1
C00479,8.0,4.0,7.0,269.69,0.57142848979593,0
C00480,56.0,0.0,2.0,46.33,0.0,1
C00481,6.0,1.0,3.0,320.72,0.33333322222225925,0
C00482,12.0,1.0,1.0,104.69,0.9999990000010001,0
C00483,10.0,1.0,2.0,41.050000000000004,0.499999750000125,1
C00484,4.0,2.0,4.0,343.33,0.49999987500003124,0
C00485,34.0,0.0,3.0,95.79,0.0,0
C00486,27.0,1.0,5.0,311.37,0.199999960000008,0
C00487,8.0,3.0,3.0,315.94,0.9999996666667778,0
