customer_id,frequency,avg_amount,duration,event
C00111,14,57.75357142857143,322,1
C00112,28,73.68785714285715,190,1
C00114,81,38.83703703703704,366,0
C00115,55,54.75545454545455,114,0
C00116,24,80.81333333333333,327,0
C00117,10,60.49300000000001,162,1
C00118,20,54.5125,378,1
C00119,91,48.47362637362638,316,0
C00120,5,11.690000000000001,124,0
C00121,31,45.23516129032258,151,0
C00122,1,19.72,83,1
C00123,7,37.521428571428565,161,1
C00124,44,60.73409090909092,340,0
C00125,4,54.4875,132,1
C00126,10,59.324,161,0
C00127,24,75.03416666666666,205,0
C00128,43,49.53302325581396,331,0
C00129,38,118.83131578947369,340,1
C00130,84,116.8079761904762,346,0
C00131,18,45.226111111111116,252,0
C00132,9,80.92888888888889,280,0
C00133,20,34.5955,138,0
C00134,5,40.762,62,1
C00135,16,60.5675,122,0
C00136,16,69.015625,269,0
C00137,8,34.21125,424,1
C00138,41,48.50292682926829,296,0
C00139,41,88.27048780487806,352,0
C00140,21,34.215714285714284,179,1
C00141,12,30.3575,381,1
C00142,8,61.81875,175,0
C00143,3,60.666666666666664,114,1
C00144,19,59.04157894736842,154,0
C00145,3,15.159999999999998,171,0
C00146,32,26.576875,243,0
C00147,130,46.12953846153846,393,0
C00148,105,60.40209523809524,137,0
C00149,53,92.8145283018868,217,0
C00150,33,46.07333333333334,153,0
C00151,21,55.63571428571428,395,1
C00152,9,40.11555555555556,428,1
C00153,8,30.7125,234,1
C00154,10,65.512,278,1
C00155,4,15.620000000000001,102,1
C00156,33,34.71909090909091,319,1
C00157,10,162.897,392,0
C00158,233,80.63742489270386,230,0
C00159,54,58.61388888888889,225,0
C00160,61,58.466393442622945,342,0
C00161,4,36.765,335,1
C00162,43,68.51046511627906,307,0
C00163,1,84.51,4,1
C00164,23,55.203478260869566,427,0
C00165,2,169.925,12,1
C00166,27,67.68148148148148,334,0
C00167,37,42.5545945945946,416,0
C00168,20,38.538,343,0
C00169,126,33.367063492063494,281,0
C00170,9,54.55111111111111,224,1
C00171,59,26.04118644067797,424,0
C00172,87,33.96252873563218,269,0
C00173,3,33.123333333333335,100,1
C00174,132,56.66219696969697,342,0
C00175,14,43.67285714285714,259,1
C00177,8,85.165,396,1
C00178,12,42.236666666666665,139,1
C00179,13,142.8830769230769,377,0
C00180,19,15.820526315789472,404,0
C00181,25,69.02680000000001,222,0
C00182,7,50.38,210,0
C00183,10,9.106,120,1
C00184,11,57.22818181818182,101,1
C00185,48,70.29916666666666,296,0
C00186,10,50.187,162,1
C00187,14,66.61214285714286,65,1
C00188,21,103.92714285714285,239,0
C00189,35,50.33114285714286,329,0
C00190,89,49.153258426966296,161,1
C00191,2,40.455,52,1
C00192,8,49.02875,333,1
C00193,60,62.088166666666666,235,0
C00194,6,102.78000000000002,100,1
C00195,25,72.2288,162,0
C00196,26,55.49692307692308,281,0
C00197,4,33.817499999999995,327,0
C00198,28,46.56,269,0
C00199,14,80.7942857142857,288,1
C00200,14,56.665000000000006,339,1
C00201,12,49.32083333333333,166,1
C00202,138,49.28905797101449,312,0
C00204,6,115.05333333333333,86,1
C00205,6,45.93666666666667,364,0
C00206,39,71.42769230769231,403,0
C00207,20,36.562,388,1
C00208,2,21.78,427,1
C00209,7,139.77142857142857,200,1
C00210,4,32.394999999999996,307,0
C00211,1,123.31,203,1
C00212,12,46.1675,253,0
C00213,9,80.05333333333334,205,1
C00214,38,81.40315789473685,310,0
C00215,17,44.811764705882354,206,1
C00216,33,38.2460606060606,296,0
C00217,50,43.6832,435,0
C00218,16,56.473124999999996,300,1
C00219,23,59.33217391304347,195,1
C00220,1,53.14,18,1
C00221,28,46.08642857142858,223,1
C00222,36,76.22472222222223,252,1
C00223,38,73.56842105263158,308,0
C00224,2,1.74,47,1
C00225,7,50.58714285714286,209,1
C00226,38,56.117631578947375,148,0
C00227,18,32.971666666666664,238,0
C00228,78,86.05499999999999,376,0
C00229,16,96.331875,254,1
C00230,6,55.00333333333333,145,1
C00231,1,106.54,13,1
C00232,10,89.163,372,0
C00233,3,14.436666666666667,32,1
C00234,32,60.3790625,253,0
C00235,4,28.81,100,1
C00236,3,209.29666666666665,13,1
C00237,9,102.06111111111112,27,1
C00238,6,80.09833333333334,413,0
C00239,19,27.869999999999997,363,0
C00240,90,61.608777777777775,249,0
C00241,14,77.29928571428572,129,1
C00242,6,57.961666666666666,269,0
C00243,91,95.69054945054945,118,0
C00244,29,48.19586206896552,342,0
C00246,25,76.0064,256,0
C00247,22,40.42909090909091,413,0
C00248,45,28.083555555555556,317,0
C00249,3,27.073333333333334,196,1
C00250,16,40.676875,256,1
C00251,18,18.869444444444444,163,0
C00252,6,64.56166666666667,222,1
C00253,38,37.57973684210526,270,0
C00254,26,96.08846153846154,225,0
C00255,23,19.393043478260868,172,1
C00256,11,38.31181818181818,210,1
C00257,14,58.67357142857143,213,0
C00258,90,54.03611111111111,363,0
C00259,5,69.774,91,1
C00260,33,39.918787878787874,221,0
C00261,2,90.48,71,1
C00262,78,78.15128205128205,262,0
C00263,8,34.8225,303,0
C00264,26,77.11423076923077,419,0
C00265,20,71.8375,272,0
C00266,28,64.02178571428571,317,0
C00267,2,10.525,43,1
C00268,135,77.0597037037037,270,0
C00269,26,64.06153846153846,176,1
C00270,13,47.112307692307695,384,1
C00271,16,53.931875,386,0
C00272,18,63.25888888888889,413,0
C00273,15,86.766,232,1
C00274,39,32.676923076923075,304,0
C00275,5,49.028,69,1
C00276,19,49.93052631578948,142,1
C00277,7,90.43142857142857,216,1
C00278,33,58.71909090909091,131,0
C00279,76,40.58907894736842,347,0
C00280,18,53.32388888888889,267,0
C00281,2,354.53,31,1
C00282,51,43.617058823529405,339,0
C00283,16,50.241875,159,1
C00284,10,128.769,360,1
C00285,9,55.22777777777778,363,1
C00286,8,54.46,119,1
C00287,14,56.191428571428574,335,0
C00288,1,37.95,28,1
C00289,19,59.69421052631579,395,0
C00290,44,45.67272727272727,206,0
C00291,2,54.849999999999994,22,1
C00292,29,63.92655172413794,426,0
C00293,2,68.07,396,1
C00294,19,37.87684210526316,215,1
C00295,78,108.84705128205128,113,0
C00296,10,76.183,144,0
C00297,47,82.3068085106383,301,0
C00298,7,49.75714285714286,138,1
C00299,3,127.27666666666669,42,1
C00300,26,20.553076923076922,281,0
C00301,7,26.428571428571427,77,1
C00302,15,65.872,267,0
C00303,4,11.17,58,1
C00304,12,66.69916666666667,115,0
C00305,48,55.77041666666667,208,0
C00306,1,114.92,5,1
C00307,12,31.1825,146,0
C00308,22,88.84636363636363,389,0
C00309,10,159.575,404,1
C00310,62,103.60967741935484,290,0
C00311,31,79.46032258064515,204,0
C00312,17,152.84058823529412,193,1
C00313,2,41.815,11,1
C00314,51,25.83,225,0
C00315,9,85.70222222222222,300,0
C00316,18,59.294999999999995,362,0
C00317,19,37.22842105263158,270,0
C00318,17,58.29176470588236,361,1
C00320,3,85.44,56,1
C00321,33,33.95575757575757,127,0
C00322,32,79.066875,387,1
C00323,84,78.3552380952381,332,0
C00324,44,44.921136363636364,150,1
C00325,97,82.0260824742268,167,0
C00326,21,42.12714285714286,432,0
C00327,7,76.60714285714286,85,1
C00328,3,31.743333333333336,38,1
C00329,19,40.32631578947369,223,0
C00330,19,103.01578947368421,360,1
C00332,20,72.5575,236,0
C00333,35,50.098,236,1
C00334,15,86.31866666666666,124,1
C00335,24,60.88583333333333,213,0
C00336,18,41.49444444444444,408,0
C00337,6,54.37166666666667,335,1
C00338,6,57.585,285,0
C00339,15,70.02600000000001,148,0
C00340,10,51.99400000000001,266,1
C00341,22,52.26227272727272,353,1
C00342,12,62.392500000000005,64,1
C00343,31,132.0625806451613,415,0
C00344,41,31.228536585365852,122,0
C00345,7,70.36285714285714,372,1
C00346,31,33.22709677419355,422,0
C00347,14,43.39071428571429,130,1
C00348,61,37.26704918032787,282,0
C00350,12,40.788333333333334,430,0
C00351,6,51.73333333333333,157,1
C00352,1,138.54,78,1
C00353,6,61.12,208,1
C00354,94,43.535106382978725,201,0
C00355,94,40.59553191489362,431,0
C00356,18,18.299999999999997,395,1
C00357,13,120.95230769230768,259,1
C00358,20,74.625,160,0
C00359,11,100.34181818181818,262,0
C00360,2,26.27,57,1
C00361,51,46.67058823529411,172,0
C00362,23,27.81695652173913,299,0
C00363,5,163.132,175,1
C00365,6,109.88499999999999,423,0
C00366,19,57.35842105263158,167,0
C00367,23,103.75739130434783,414,0
C00368,48,29.871041666666667,289,0
C00370,9,54.79777777777778,435,0
C00371,11,54.38272727272727,380,0
C00373,5,50.976,202,1
C00374,7,90.28,373,0
C00375,4,72.0575,162,0
C00376,17,120.45235294117647,162,1
C00377,35,78.70542857142857,217,0
C00378,8,113.19125,108,1
C00379,4,26.8225,19,1
C00380,10,26.345999999999997,269,1
C00381,115,38.219130434782606,371,0
C00382,14,55.38428571428572,156,0
C00383,37,37.76837837837838,420,0
C00384,3,34.163333333333334,75,1
C00385,21,34.67047619047619,253,0
C00386,85,44.641294117647064,378,0
C00387,17,105.79705882352941,112,1
C00388,23,107.1108695652174,215,0
C00389,21,127.89380952380952,267,0
C00390,6,32.01833333333334,229,1
C00391,51,73.96137254901961,254,0
C00392,24,136.29749999999999,229,0
C00393,3,47.449999999999996,22,1
C00394,9,38.32666666666667,384,0
C00395,4,104.115,173,1
C00396,3,43.91,48,1
C00397,100,97.6892,338,0
C00398,27,120.41925925925926,226,0
C00399,31,71.76225806451613,427,0
C00400,9,51.81111111111111,328,1
C00401,13,43.072307692307696,216,1
C00402,7,128.1057142857143,83,1
C00403,67,51.78194029850746,167,0
C00404,9,42.175555555555555,193,1
C00405,28,59.19285714285714,110,0
C00406,2,78.69,4,1
C00407,92,25.931195652173916,399,0
C00408,30,68.122,205,0
C00409,16,49.488125,196,1
C00410,14,44.49142857142857,220,1
C00411,5,154.478,45,1
C00412,15,21.89,151,1
C00413,7,182.3,346,0
C00414,15,74.33866666666667,323,1
C00415,24,46.12166666666667,298,0
C00416,9,53.193333333333335,127,1
C00417,54,43.510555555555555,178,1
C00418,6,95.36833333333334,112,1
C00419,5,10.108,28,1
C00420,26,46.00692307692308,185,0
C00421,187,41.579732620320854,263,0
C00422,16,57.806875,253,0
C00423,135,57.36511111111111,195,0
C00424,22,66.5240909090909,294,0
C00425,61,43.880327868852454,394,0
C00426,6,117.855,24,1
C00427,13,53.423846153846156,178,0
C00428,30,38.84066666666667,156,0
C00429,4,71.82000000000001,14,1
C00430,1,7.78,19,1
C00431,13,130.44230769230768,297,1
C00432,37,40.843783783783785,327,0
C00433,3,157.59666666666666,60,1
C00434,6,53.919999999999995,41,1
C00435,36,33.23138888888889,398,0
C00436,14,72.225,363,0
C00437,25,76.258,331,0
C00438,14,59.815,103,1
C00439,9,18.322222222222223,359,0
C00440,24,63.47708333333333,119,1
C00441,11,76.59818181818183,242,1
C00442,7,33.308571428571426,434,0
C00443,8,31.517500000000002,112,1
C00444,28,71.47642857142857,386,1
C00445,30,87.90433333333334,289,0
C00446,2,113.83,9,1
C00447,5,87.73600000000002,40,1
C00448,1,25.3,4,1
C00449,9,17.982222222222223,103,1
C00450,39,58.15153846153846,366,0
C00451,40,23.4015,434,0
C00452,38,82.83342105263158,108,1
C00453,12,53.913333333333334,125,0
C00454,2,50.19,30,1
C00455,23,73.64652173913043,342,1
C00456,14,73.94500000000001,347,1
C00457,5,38.356,265,1
C00458,3,110.39333333333333,74,1
C00459,39,76.00820512820512,287,0
C00460,16,31.433125,272,0
C00461,3,80.66,31,1
C00462,53,35.501132075471695,288,0
C00464,19,66.32631578947368,377,0
C00465,41,39.98268292682927,432,0
C00468,4,42.7175,413,1
C00469,61,92.22081967213116,152,0
C00470,48,46.358125,153,0
C00471,14,28.505714285714284,384,1
C00472,13,63.08461538461539,75,1
C00473,46,70.21,204,0
C00474,14,64.84142857142857,411,0
C00475,85,52.55129411764705,362,0
C00476,58,57.044310344827586,351,0
C00478,32,19.5403125,318,1
C00479,35,34.97485714285714,199,0
C00480,20,83.816,317,1
C00481,8,93.49375,202,0
C00482,8,122.1125,199,0
C00483,9,22.614444444444445,214,1
C00484,29,66.91068965517242,214,0
C00485,33,57.09727272727273,305,0
C00486,20,58.19500000000001,423,0
C00487,26,99.54576923076924,223,0
C00488,76,57.00342105263158,184,0
C00489,11,56.95181818181818,305,1
C00490,108,112.11018518518519,386,0
C00491,13,63.175384615384615,358,0
C00492,38,54.59684210526316,273,0
C00493,58,91.85620689655173,301,0
C00494,12,141.30499999999998,333,1
C00495,17,40.601176470588236,270,1
C00496,43,42.12162790697675,208,0
C00497,24,72.16708333333334,145,0
C00498,4,25.04,205,0
C00499,26,31.06346153846154,261,0
C00501,41,114.67243902439024,299,0
C00502,15,80.394,296,1
C00503,29,23.03344827586207,144,1
C00504,13,40.24769230769231,377,0
C00505,4,22.7325,292,0
C00507,107,41.92317757009346,388,0
C00508,12,54.70000000000001,311,1
C00509,73,53.45767123287671,395,0
C00510,6,35.06166666666667,382,0
C00511,3,47.6,171,0
C00512,5,37.12,193,0
C00513,20,34.9435,321,1
C00514,4,30.009999999999998,295,1
C00515,58,28.495689655172413,128,0
C00516,3,124.21333333333332,23,1
C00517,9,26.571111111111108,209,0
C00518,28,46.2525,342,0
C00520,3,20.12666666666667,61,1
C00521,14,39.73142857142857,389,1
C00522,15,62.285333333333334,315,0
C00523,63,45.59095238095238,332,0
C00524,3,52.65666666666666,123,1
C00525,16,39.166875,253,0
C00526,16,65.0275,139,1
C00527,25,42.6764,208,0
C00528,32,36.4471875,134,0
C00529,24,45.365833333333335,162,0
C00530,95,82.43978947368421,260,0
C00531,13,50.927692307692304,253,0
C00532,4,36.8225,112,1
C00533,14,36.005,148,0
C00534,21,48.922380952380955,218,0
C00535,28,46.83428571428571,290,0
C00536,9,57.345555555555556,147,1
C00537,17,65.14999999999999,295,1
C00538,16,38.266875,294,1
C00539,3,72.77,54,1
C00540,11,90.3790909090909,242,0
C00541,9,58.92111111111111,213,1
C00542,15,67.89933333333333,264,1
C00543,5,39.996,67,1
C00544,1,13.76,12,1
C00545,2,72.485,8,1
C00546,3,45.163333333333334,33,1
C00547,14,46.67,348,0
C00548,29,113.04931034482757,185,0
C00549,30,45.92100000000001,118,0
C00550,2,82.595,101,1
C00552,14,19.852857142857143,292,1
C00553,38,21.013947368421054,116,0
C00554,6,26.228333333333335,160,1
C00555,5,32.768,80,1
C00556,17,35.1,263,1
C00557,41,40.04317073170731,279,0
C00558,9,64.89111111111112,383,1
C00559,11,74.55545454545455,231,0
C00560,19,17.620526315789476,223,1
C00561,47,45.94957446808511,114,0
C00562,26,55.29038461538461,138,0
C00563,8,50.98125,224,1
C00564,14,35.88428571428572,245,0
C00565,21,87.7,426,1
C00566,1,27.17,16,1
C00567,65,40.45,436,0
C00568,28,64.55678571428571,326,0
C00569,3,34.31333333333333,28,1
C00570,6,30.061666666666667,241,0
C00572,10,44.989999999999995,111,1
C00573,28,28.53142857142857,361,0
C00574,13,41.39846153846153,341,1
C00575,100,44.8383,291,0
C00576,9,70.6888888888889,154,1
C00577,11,57.4,200,0
C00578,20,58.11749999999999,311,0
C00579,38,66.54605263157895,128,0
C00580,15,121.31066666666668,142,1
C00581,6,47.04666666666666,235,0
C00582,54,40.62296296296296,282,0
C00583,17,66.6164705882353,197,1
C00584,21,30.363809523809522,339,1
C00585,4,57.4725,329,0
C00586,3,61.34,13,1
C00587,15,48.940666666666665,167,0
C00588,41,42.64463414634147,257,0
C00589,5,30.145999999999997,24,1
C00590,5,27.214,39,1
C00592,6,22.87,300,0
C00593,16,124.371875,421,0
C00594,7,133.63,198,1
C00596,18,26.630000000000003,167,0
C00597,1,18.87,2,1
C00598,4,30.385,20,1
C00599,138,57.38420289855072,269,0
C00600,81,118.63506172839507,282,0
C00601,6,46.01166666666666,388,1
C00602,2,13.94,176,1
C00603,16,75.470625,258,0
C00604,131,41.453206106870226,189,0
C00605,13,56.681538461538466,322,0
C00606,9,50.02111111111111,312,0
C00607,7,31.27285714285714,286,1
C00608,8,37.2375,338,0
C00609,55,54.146727272727276,273,0
C00610,9,30.02777777777778,293,1
C00611,21,42.39047619047619,256,0
C00612,22,133.50863636363636,92,1
C00613,44,56.881136363636365,156,0
C00614,8,73.14875,342,0
C00615,34,27.276470588235295,402,1
C00616,9,36.43888888888889,76,1
C00617,21,42.80809523809524,252,0
C00618,22,69.87545454545455,110,0
C00619,2,64.14,19,1
C00620,17,51.834705882352935,368,0
C00621,30,66.16766666666666,253,0
C00622,6,45.585,30,1
C00623,17,62.88941176470589,439,0
C00624,1,40.33,14,1
C00625,46,42.58586956521739,381,0
C00626,19,48.260000000000005,265,0
C00627,1,50.66,33,1
C00628,26,48.696538461538466,205,1
C00629,9,33.79,270,1
C00630,6,32.57666666666667,154,1
C00631,32,65.6003125,245,0
C00633,29,49.86724137931035,425,0
C00634,24,48.245,287,0
C00635,12,63.165,137,0
C00636,17,35.349411764705884,290,1
C00637,56,59.495,150,0
C00638,59,65.02220338983051,337,0
C00639,17,59.22176470588235,264,1
C00640,47,20.969574468085106,254,0
C00641,4,17.7975,260,1
C00642,18,38.33777777777778,321,0
C00643,48,39.16708333333333,329,0
C00644,25,76.1536,349,0
C00645,13,60.143846153846155,155,0
C00646,43,65.79511627906977,138,1
C00647,5,114.97999999999999,64,1
C00648,10,27.449,117,1
C00649,8,84.54875000000001,365,0
C00650,14,62.07071428571429,241,1
C00651,46,22.22695652173913,412,0
C00652,6,127.44,34,1
C00653,12,71.19,412,1
C00654,21,34.43333333333334,380,1
C00655,55,54.28818181818182,351,0
C00656,29,45.29620689655172,355,1
C00657,31,47.170645161290324,114,0
C00658,16,50.57375,228,0
C00659,44,72.06159090909091,398,0
C00660,39,47.70538461538462,165,1
C00661,11,70.61727272727272,255,0
C00662,2,111.325,15,1
C00663,17,45.518235294117645,264,1
C00664,1,117.59,20,1
C00665,18,63.83833333333333,376,0
C00666,39,48.404871794871795,391,0
C00667,44,85.53590909090909,172,0
C00668,13,35.55769230769231,326,1
C00669,54,49.59981481481481,424,0
C00670,39,63.94564102564103,392,0
C00671,37,55.61189189189189,286,0
C00672,24,36.96,207,0
C00674,27,81.11592592592594,208,0
C00675,42,47.544761904761906,409,1
C00676,67,54.58417910447761,115,0
C00677,3,39.1,49,1
C00678,17,29.845882352941175,235,1
C00679,4,153.32750000000001,100,1
C00680,30,53.51,132,0
C00681,2,115.57000000000001,39,1
C00682,50,61.443599999999996,274,0
C00683,6,78.48833333333333,37,1
C00684,9,16.805555555555557,115,1
C00685,39,47.06974358974359,254,0
C00686,16,78.92125,173,1
C00687,26,60.09615384615385,187,0
C00688,154,69.1775974025974,110,0
C00689,10,62.327999999999996,150,1
C00690,22,68.67,282,1
C00691,5,15.940000000000001,160,1
C00692,48,60.60729166666667,369,0
C00693,62,33.86274193548387,397,0
C00694,2,32.975,118,1
C00695,82,41.08048780487805,204,0
C00696,7,74.89428571428572,173,1
C00697,32,20.84125,148,0
C00698,13,29.413076923076922,249,1
C00699,22,118.18909090909091,359,0
C00700,25,44.5088,271,0
C00701,32,49.6075,227,0
C00702,9,36.07666666666667,368,0
C00703,61,35.583606557377045,414,1
C00704,33,40.65969696969697,377,0
C00705,9,69.07,105,1
C00706,30,68.01533333333333,345,0
C00707,2,20.275,62,1
C00708,16,31.855,360,0
C00709,9,39.73444444444445,422,0
C00710,11,43.74181818181818,163,1
C00711,8,44.20625,347,1
C00712,14,84.77642857142857,412,0
C00713,49,70.0930612244898,316,0
C00714,15,45.912666666666674,338,0
C00715,38,39.900263157894734,175,0
C00716,33,38.43151515151515,184,0
C00717,7,24.61285714285714,212,0
C00718,9,22.371111111111112,108,1
C00719,22,25.69272727272727,361,0
C00720,5,65.994,276,1
C00721,13,19.18076923076923,76,1
C00722,4,28.235,414,1
C00723,14,117.77499999999999,207,0
C00724,42,108.85309523809524,366,1
C00725,4,17.622500000000002,444,0
C00726,14,49.88,367,1
C00727,22,53.38590909090909,358,0
C00728,42,47.64452380952381,275,0
C00729,9,134.94,374,1
C00730,2,127.985,104,1
C00731,24,39.22291666666667,356,0
C00732,48,85.97333333333334,215,0
C00733,10,53.749,160,0
C00734,9,85.95555555555556,179,1
C00735,12,25.573333333333334,104,1
C00736,14,55.25642857142857,394,0
C00737,2,61.755,49,1
C00738,5,22.722,291,1
C00739,1,6.45,19,1
C00740,26,48.9076923076923,382,0
C00741,19,53.39368421052632,178,0
C00742,21,41.75380952380952,143,0
C00743,12,67.26666666666667,371,0
C00744,9,59.00222222222222,137,1
C00745,5,44.546,242,1
C00746,21,73.61190476190475,226,1
C00747,22,38.916363636363634,344,0
C00748,6,47.656666666666666,114,1
C00749,23,27.37782608695652,337,1
C00750,25,73.208,220,0
C00751,17,64.22588235294117,342,1
C00752,45,70.29022222222223,260,0
C00753,5,51.094,266,1
C00754,55,45.804545454545455,204,0
C00755,11,61.60545454545454,34,1
C00756,7,54.75714285714286,265,1
C00757,56,67.29946428571428,390,0
C00758,30,39.27033333333334,304,0
C00759,26,83.68038461538461,267,1
C00760,2,28.06,243,1
C00761,52,69.62173076923077,202,0
C00762,13,55.52538461538462,243,1
C00763,166,67.52753012048193,170,0
C00764,5,41.436,194,1
C00765,2,49.254999999999995,31,1
C00766,61,41.78918032786885,386,0
C00767,22,37.85727272727273,114,0
C00768,69,38.46405797101449,201,0
C00769,7,46.457142857142856,270,1
C00770,61,76.2355737704918,426,0
C00771,27,114.04407407407408,131,0
C00772,74,39.80391891891892,435,0
C00773,31,45.0758064516129,110,0
C00774,3,82.83333333333333,29,1
C00775,23,38.32695652173913,342,0
C00776,1,26.27,2,1
C00777,5,7.2780000000000005,42,1
C00778,81,74.00024691358026,143,0
C00779,20,46.7255,187,0
C00780,33,35.18272727272727,327,0
C00782,13,36.04153846153846,182,0
C00783,4,48.1,336,1
C00784,18,54.346111111111114,358,0
C00785,3,51.67666666666667,104,1
C00786,39,40.372564102564105,230,0
C00787,8,79.895,301,1
C00788,29,44.639310344827585,348,0
C00789,179,41.78916201117318,165,0
C00790,30,29.361,216,0
C00791,9,66.58777777777777,395,1
C00792,9,58.70666666666667,45,1
C00793,56,82.43321428571429,170,0
C00794,3,52.876666666666665,18,1
C00795,42,90.98309523809523,401,0
C00796,10,59.126,346,1
C00797,26,104.48153846153846,117,0
C00798,8,52.67125,222,0
C00799,51,81.64,362,0
C00801,22,44.20363636363636,316,0
C00802,71,32.83549295774648,412,0
C00803,16,58.810624999999995,231,1
C00804,11,56.47,120,1
C00805,21,26.723333333333336,323,0
C00806,1,31.24,2,1
C00807,30,43.824666666666666,137,0
C00808,7,54.06857142857143,183,1
C00809,6,56.321666666666665,18,1
C00810,3,35.89666666666667,30,1
C00811,21,49.52809523809523,123,0
C00812,24,117.17625,163,1
C00813,11,37.71545454545455,404,1
C00814,9,56.48444444444445,106,1
C00815,55,40.75781818181818,112,0
C00816,16,38.09,220,0
C00817,81,62.52185185185186,347,0
C00818,41,38.795609756097555,348,0
C00819,37,106.46405405405406,383,0
C00820,79,29.51860759493671,403,0
C00821,29,80.69448275862068,336,0
C00822,35,34.364285714285714,124,0
C00823,7,36.02285714285714,217,1
C00824,3,54.196666666666665,228,0
C00825,43,52.77441860465117,137,0
C00827,25,66.082,148,0
C00828,32,52.3134375,382,0
C00829,60,51.285666666666664,340,0
C00830,19,62.70263157894736,195,0
C00831,25,50.3452,235,0
C00832,29,72.5251724137931,409,0
C00833,30,89.86266666666667,134,0
C00834,59,29.20728813559322,228,1
C00835,99,42.68525252525253,122,0
C00836,11,107.99636363636364,321,0
C00837,27,83.59111111111112,134,0
C00838,11,60.64909090909091,177,0
C00839,9,78.29222222222222,176,0
C00840,10,30.269,287,1
C00841,10,48.804,195,1
C00842,26,52.112307692307695,255,0
C00843,50,44.9886,220,0
C00844,2,22.875,10,1
C00845,2,22.939999999999998,187,1
C00846,37,51.987027027027025,143,0
C00847,18,30.476111111111113,164,1
C00849,22,32.93272727272727,301,1
C00850,21,28.754285714285714,192,0
C00851,3,32.163333333333334,27,1
C00852,22,53.789090909090916,206,1
C00853,3,65.44333333333333,32,1
C00854,5,48.528,14,1
C00855,50,99.95379999999999,391,0
C00856,8,116.15125,429,0
C00857,33,36.1869696969697,335,0
