,customer_id,transaction_date,amount
773,C00068,2025-07-14,21.22
774,C00068,2025-08-03,79.04
775,C00068,2025-08-10,80.36
776,C00068,2025-10-25,87.7
777,C00069,2025-03-31,72.44
778,C00069,2025-04-04,35.37
779,C00069,2025-05-02,28.11
780,C00069,2025-05-05,112.52
781,C00069,2025-05-12,159.87
782,C00069,2025-05-19,146.08
783,C00069,2025-05-23,194.84
784,C00069,2025-05-27,133.75
785,C00069,2025-05-28,25.37
786,C00069,2025-06-03,112.56
787,C00069,2025-06-06,54.82
788,C00069,2025-06-16,98.66
789,C00069,2025-06-23,70.81
790,C00069,2025-06-28,62.77
791,C00069,2025-07-10,74.28
792,C00069,2025-07-19,260.91
793,C00069,2025-07-26,10.2
794,C00069,2025-08-01,29.87
795,C00069,2025-08-10,33.44
796,C00069,2025-08-13,69.45
797,C00069,2025-08-14,139.24
798,C00069,2025-08-19,65.93
799,C00069,2025-08-23,151.98
800,C00069,2025-08-25,186.23
801,C00069,2025-08-27,16.83
802,C00069,2025-09-10,180.41
803,C00069,2025-09-12,155.56
804,C00069,2025-09-20,204.98
805,C00069,2025-10-02,84.15
806,C00069,2025-10-07,105.71
807,C00069,2025-10-20,157.42
808,C00069,2025-11-24,99.88
809,C00069,2025-11-26,18.7
810,C00069,2025-12-03,35.35
811,C00069,2025-12-03,85.18
812,C00069,2025-12-04,256.56
813,C00069,2025-12-05,128.95
814,C00069,2025-12-08,46.48
815,C00069,2025-12-26,50.11
816,C00069,2025-12-31,52.1
817,C00070,2025-05-30,14.16
818,C00070,2025-08-14,37.35
819,C00070,2025-08-19,10.91
820,C00070,2025-08-26,30.35
